1,WINBAK_302.50.ser,7.651725,20.242277,13.272022,3785.589669,7.225102,19.464734,38.669614,11502.32653,6.945337,18.977255,11.971347,2950.367301,5.136,468.444469,15.414524,104770.6303,4.889007,91.574326,42.443725,61940.0965,4.837927,68.301046,21.734075,24744.58126,4.753263,498.234755,23.690505,195691.7491,4.701415,144.175434,3.439094,6145.27575,4.684194,158.786199,5.872926,10412.47822,4.52902,40.06349,24.297763,15957.61999,4.479572,104.4252,128.941051,220922.8028,4.357833,43.841375,38.787923,23551.19523,4.222766,33.351674,53.368465,22054.66652,4.145236,28.881705,23.180886,8853.124639,4.023776,88.075617,20.808738,23129.42833,3.961966,91.769095,18.236548,20584.04829,3.796575,362.308098,33.690732,166505.9069,3.733975,423.093542,16.234521,96014.57341,3.633249,626.851387,46.503206,419431.0256,3.454754,410.958225,16.495858,91011.75849,3.376384,676.361056,37.554144,363674.5521,3.311398,572.494583,20.601143,137439.9048,3.149034,613.44465,23.912659,160046.2486,3.104931,416.569632,19.363021,93349.62663,3.046257,63.246575,19.410108,15360.4409,2.936967,130.396731,24.425205,52518.67826,2.612529,58.733423,53.861003,34980.51287,2.344474,51.402213,20.905892,14223.50845,2.255126,112.240052,25.407592,36074.21931,2.160175,40.882618,41.416865,18285.50733,1.981631,286.089042,35.642702,170140.8084,1.937843,112.269447,14.828552,23085.20886,1.886916,192.105476,29.577635,62965.02958,1.810686,74.689758,30.582946,37485.24191,1.612563,61.346096,36.490138,29558.02437,1.37827,194.431511,17.260221,43581.44851,1.228358,369.654777,17.042464,78228.74316,1.155914,511.175888,54.51904,337420.5609,0.942808,91.97658,13.72673,16362.92765,0.871932,233.04062,42.946409,128187.8779,0.746057,405.838235,31.877914,186573.9446
2,WINBAK_302.50.ser,5.137339,442.194903,15.729655,102344.9136,4.753335,871.816763,17.755925,227772.7989,4.707242,104.751281,3.78878,5839.72116,4.684866,53.356958,2.298275,1804.373373,4.530804,139.824364,8.753876,18010.11897,4.028649,98.098633,19.512001,28164.24367,3.961494,105.355909,4.163429,6454.214343,3.794638,420.560698,35.505256,219712.4506,3.733437,570.566655,23.346428,196001.849,3.638291,643.402273,16.013188,151598.0892,3.453353,540.260501,22.469796,178622.3021,3.377025,717.685056,3.736411,39456.79672,3.316904,751.602296,26.162188,289331.3447,3.151126,663.643149,22.634106,221019.8581,2.937211,139.435079,22.432008,46022.85282,2.602212,73.186308,2.455356,2644.098039,2.25463,131.431815,1.601319,3096.789186,1.980554,323.226909,11.529495,54834.15332,1.938086,281.573019,8.647122,35825.80303,1.878883,280.477589,23.972006,98931.78965,1.616546,102.026796,3.095883,4647.636177,1.376772,242.130298,22.56022,80375.8889,1.225717,553.036522,24.122928,196298.5783,1.165027,551.581066,3.095883,25126.22386,0.936403,173.041724,10.141686,25822.26399,0.878236,270.681853,2.668865,10629.65152,0.745428,415.222634,2.135092,13044.60375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,WINBAK_302.50.ser,5.137309,426.262045,16.23308,101814.8034,4.802445,419.251397,31.183547,192368.2372,4.759254,791.998487,31.862248,371307.8148,4.688236,147.530733,3.923151,8516.297353,4.536932,141.546401,2.882374,6003.195304,4.023006,87.772303,3.522901,4549.789567,3.963589,94.171848,4.590447,6360.766062,3.793502,409.910038,37.685319,227297.1979,3.734706,550.568823,27.00118,218739.7359,3.640044,625.011824,18.255034,167882.0333,3.455306,521.522682,21.621643,165918.6562,3.377517,703.641538,26.581892,275214.1083,3.317159,730.209294,25.919465,278488.149,3.151764,645.794675,23.052708,219053.272,2.937381,134.601516,22.521982,44605.65194,2.599577,72.139774,4.270184,4532.675656,2.2566,126.010749,5.12422,9500.986611,1.979554,320.187522,9.607913,45265.44454,1.941828,276.971489,6.725539,27409.14527,1.882073,278.293183,4.483693,18359.96022,1.616432,100.721404,2.882374,4271.745892,1.378522,234.799145,24.553391,84828.40976,1.226504,538.807594,24.643178,195372.6406,1.165032,546.295893,1.1743,9439.315408,0.938232,169.235264,10.782213,26849.24725,0.874228,266.13412,2.241846,8778.892475,0.748083,407.722853,1.601319,9606.743403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,WINBAK_302.50.ser,5.13811,417.932445,16.454241,101185.2614,4.819562,386.084582,20.315063,115407.4792,4.758393,913.442519,40.889682,549576.6679,4.688277,93.955485,2.214492,3061.466597,4.536524,89.396458,10.888968,14323.20998,4.35839,74.693391,3.416147,3754.499347,4.022284,88.2714,1.814828,2357.158639,3.966223,100.161707,4.270184,6293.345652,3.792957,405.10778,11.956514,71270.28304,3.734463,544.362422,27.709451,221947.0566,3.637787,619.519586,18.255034,166406.7843,3.455213,509.871798,22.354313,167708.7192,3.376753,693.995916,4.270184,43605.04944,3.31762,716.770383,26.206118,276386.0239,3.151637,638.265604,23.250274,218354.854,2.938347,129.405995,2.028337,3862.138766,2.600925,70.557579,2.668865,2770.789645,2.258458,127.678976,4.483693,8423.422014,1.981609,313.897081,0.960791,4437.61544,1.941094,273.457044,8.647122,34793.17089,1.883145,275.67302,3.202638,12990.785,1.618672,100.76145,2.028337,3007.238604,1.377689,232.886806,20.79904,71272.41906,1.226696,533.218118,24.432382,191692.0193,1.166687,543.021026,3.309392,26442.23844,0.938648,168.188883,1.601319,3962.857192,0.881966,263.012071,28.030215,108476.4432,0.746147,411.56144,39.803763,241041.6745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,WINBAK_302.50.ser,5.137454,416.409132,16.423489,100628.0364,4.772774,776.784226,39.525367,451761.9364,4.372852,87.150754,2.56211,3285.50601,4.025856,95.166679,2.455356,3438.211797,3.961593,96.787285,9.180895,13074.8476,3.79349,399.672574,12.597041,74080.89701,3.734305,533.979308,25.327176,198996.085,3.638926,610.718762,1.494564,13430.40704,3.45486,498.248593,22.282389,163358.2829,3.3764,680.359035,4.163429,41679.51342,3.318381,703.90612,27.219504,281921.5491,3.151948,628.38427,22.41219,207225.3723,2.938264,130.361924,24.058151,46147.30374,2.587918,71.208586,3.629656,3803.042297,2.255698,124.447521,7.259312,13292.75622,1.981952,310.745991,1.1743,5369.305277,1.940976,271.247705,10.141686,40477.11537,1.880234,275.578238,25.58044,103725.6707,1.61662,100.174983,2.668865,3933.862388,1.377072,229.24946,20.611158,69525.48692,1.225388,528.682857,25.491459,198300.2476,1.168532,542.122906,2.028337,16179.72872,0.938742,168.036788,7.68633,19004.51303,0.871317,263.39706,2.241846,8688.605805,0.747307,406.198378,53.278892,318439.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WINBAK_302.50.ser,5.138079,401.157892,16.214042,95706.17571,4.757199,670.746299,3.416147,33715.38632,4.710181,159.171782,3.035539,7109.436702,4.537558,94.109609,6.51203,9017.448733,4.366057,90.735019,2.775619,3705.682111,4.025406,85.733135,3.522901,4444.08669,3.962114,93.392265,1.38781,1907.102955,3.795023,391.814452,14.091606,81240.81275,3.73593,525.566808,27.469805,212430.4811,3.640104,599.703698,17.934771,158258.0774,3.453837,487.33283,23.287855,166989.2419,3.377466,667.824583,17.828016,175185.739,3.317031,689.278964,25.947474,263162.1629,3.150353,613.747923,14.625379,132077.9986,2.937821,127.148205,1.814828,3395.306879,2.587223,70.848152,1.38781,1446.74421,2.256966,122.199621,2.028337,3647.063611,1.98231,315.262958,24.980574,115880.0518,1.883425,274.468517,1.38781,5604.743799,1.620669,98.386597,2.989128,4327.268557,1.377749,220.648249,2.241846,7278.46263,1.226289,519.608903,24.650207,188464.899,1.165641,543.230483,2.455356,19626.0023,0.942586,161.29666,2.241846,5320.648217,0.864365,258.203813,3.522901,13384.32485,0.747259,408.222016,26.466533,158974.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WINBAK_302.50.ser,5.136868,371.909259,15.63551,85562.28657,4.755913,659.964525,8.540367,82933.5881,4.72174,367.33868,4.590447,24811.61272,4.712799,225.914271,8.824373,29333.29595,4.688272,75.099585,2.970943,3282.957471,4.535834,151.896333,3.309392,7396.544269,4.028433,95.703743,24.181399,34052.08287,3.958789,96.084826,1.921583,2716.734459,3.793559,388.965439,14.091606,80650.08376,3.734451,514.092167,28.236663,213593.3323,3.635787,586.066319,2.775619,23935.36136,3.454817,476.850948,22.274372,156286.4916,3.378042,654.721047,21.777936,209800.4168,3.315984,671.937803,25.365799,250790.4276,3.151231,600.05272,23.245953,205243.8262,2.935979,124.352269,11.529495,21095.8654,2.585562,73.574916,3.94992,4276.134684,2.255783,123.529063,4.803956,8731.754901,1.981443,311.325397,12.383532,56727.33968,1.877238,273.062529,23.499706,94418.66675,1.611927,98.366811,2.455356,3553.827186,1.379336,217.150635,2.241846,7163.087817,1.226674,510.480209,23.914678,179629.1312,1.165538,543.630025,3.94992,31595.48573,0.937633,159.581379,8.753876,20554.92722,0.863969,252.737917,3.843165,14291.9925,0.74821,408.345228,51.320592,308356.0466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WINBAK_302.50.ser,5.13761,384.422516,16.325534,92344.18264,4.766378,602.0475,30.893688,273674.1871,4.535559,121.916747,3.736411,6702.723258,3.960689,105.155104,11.422741,17673.96593,3.794388,378.905379,15.906434,88682.29344,3.735256,495.551334,28.433813,207327.581,3.640213,564.349042,17.400998,144495.8167,3.455522,458.266425,21.337685,143879.4141,3.378239,627.43893,17.187489,158678.1813,3.316523,648.510865,25.661105,244864.5602,3.150698,583.355016,23.600599,202576.6043,2.93693,121.266039,1.601319,2857.26373,2.592363,71.919381,3.202638,3389.121,2.25488,119.674895,3.522901,6203.501223,1.981659,312.542719,24.767064,113898.3014,1.940162,267.630616,4.270184,16815.72754,1.880714,274.451534,4.590447,18537.62087,1.619357,93.571185,2.668865,3674.53184,1.377672,211.954037,3.522901,10986.90857,1.225814,495.920326,25.063092,182885.7613,1.167265,543.986895,3.736411,29907.24158,0.938134,158.354957,9.607913,22386.90469,0.863871,246.026568,2.56211,9274.983114,0.745476,407.487197,39.750163,238334.1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WINBAK_302.50.ser,5.137177,367.329215,16.385165,88560.40994,4.770711,600.444373,30.757879,271745.5796,4.35346,78.472129,3.843165,4437.494324,4.028127,80.145109,5.337729,6294.582145,3.965684,88.763039,5.551239,7250.290099,3.791719,356.328512,11.422741,59889.98839,3.735578,469.375562,27.830428,192208.9903,3.636142,535.811713,2.989128,23566.22996,3.455574,428.405277,21.490104,135464.8641,3.377427,594.240005,35.869541,313632.4856,3.316749,609.765942,25.695635,230545.0707,3.150181,549.277805,23.76314,192056.5872,2.937137,113.439636,12.276778,20491.9148,2.590322,67.305266,1.494564,1480.120104,2.257472,107.645696,2.989128,4734.504973,1.98251,302.664466,11.849759,52772.0897,1.940219,260.057784,2.135092,8169.956235,1.880111,266.856797,7.579576,29761.61502,1.622891,89.823362,2.775619,3668.449387,1.381416,201.164401,24.518581,72573.78893,1.223766,479.836917,10.355195,73111.42841,1.164617,537.870585,3.416147,27036.32446,0.936152,149.822384,8.860631,19533.25738,0.862055,239.846728,4.056674,14316.51364,0.746611,402.798701,39.865583,236275.9488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WINBAK_302.50.ser,5.137427,351.481499,16.915669,87483.26649,4.766513,520.814006,21.350918,163618.5455,4.354773,84.085477,2.882374,3566.191257,3.960719,84.313725,3.629656,4502.949446,3.793654,340.502977,21.991445,110181.33,3.735631,442.676225,29.390215,191435.417,3.63755,507.338304,2.56211,19126.20347,3.45464,402.422336,22.443571,132894.6073,3.378507,558.738415,35.442523,291384.5309,3.316708,577.942228,25.76449,219098.4495,3.148772,517.055958,25.380199,193092.7188,2.938716,108.820643,10.782213,17264.44173,2.598365,68.413386,1.814828,1826.879417,2.253703,102.824797,6.191766,9367.975171,1.983683,299.163665,10.24844,45112.81784,1.938412,258.416848,6.618784,25167.05459,1.876724,263.9776,22.769118,88439.56781,1.622641,88.97929,2.56211,3354.440197,1.381064,187.867302,26.900484,74360.8968,1.22339,460.406856,27.687217,187566.1258,1.166189,536.194865,2.775619,21898.57602,0.937766,142.418589,2.348601,4921.633137,0.865076,230.506838,1.38781,4707.030829,0.746237,400.342998,54.424093,320595.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
